time,outdoor_temp,indoor_temp,heating_temp,heating_on
224,-9.214420153861617,21.436321698201148,25.867230920071886,1
225,-9.202015288701206,21.436138153117383,25.870393270199497,1
226,-9.189520903947507,21.435962675915437,25.873549717524234,1
227,-9.176937237475595,21.435795263696583,25.876700282349127,1
228,-9.164264528860343,21.435635913539834,25.879844984937147,1
229,-9.151503019371852,21.4354846225016,25.882983845511262,1
230,-9.13865295197087,21.435341387615384,25.88611688425448,1
231,-9.125714571304158,21.435206205891433,25.889244121309893,1
232,-9.112688123699833,21.43507907431644,25.892365576780715,1
233,-9.099573857162678,21.434959989853215,25.895481270730333,1
234,-9.086372021369424,21.43484894944036,25.898591223182347,1
235,-9.073082867663999,21.43474594999196,25.90169545412061,1
236,-9.059706649052728,21.434650988397262,25.90479398348927,1
237,-9.046243620199537,21.434564061520362,25.907886831192815,1
238,-9.032694037421086,21.43448516619989,25.91097401709611,1
239,-9.0190581586819,21.4344142992487,25.914055561024433,1
240,-9.005336243589454,21.434351457453552,25.917131482763534,1
241,-8.991528553389234,21.434296637574807,25.920201802059648,1
242,-8.977635350959755,21.434249836346122,25.923266538619554,1
243,-8.963656900807567,21.43421105047414,25.926325712110607,1
244,-8.949593469062211,21.434180276638177,25.929379342160775,1
245,-8.935445323471154,21.434157511489932,25.932427448358673,1
246,-8.921212733394695,21.43414275165317,25.935470050253613,1
247,-8.906895969800834,21.434135993723427,25.938507167355624,1
248,-8.89249530526011,21.43413723426771,25.941538819135506,1
249,-8.878011013940421,21.434146469824196,25.94456502502485,1
250,-8.863443371601793,21.434163696901933,25.94758580441609,1
251,-8.848792655591138,21.434188911980552,25.950601176662516,1
252,-8.83405914483697,21.43422211150996,25.953611161078335,1
253,-8.819243119844097,21.434263291910057,25.956615776938687,1
254,-8.804344862688277,21.434312449570434,25.959615043479683,1
255,-8.78936465701085,21.434369580850095,25.96260897989844,1
256,-8.77430278801334,21.434434682077153,25.965597605353118,1
257,-8.759159542452021,21.434507749548555,25.96858093896294,1
258,-8.743935208632461,21.434588779529786,25.97155899980824,1
259,-8.728630076404027,21.434677768254595,25.974531806930493,1
260,-8.71324443715438,21.434774711924696,25.97749937933233,1
261,-8.69777858380391,21.4348796067095,25.98046173597758,1
262,-8.68223281080017,21.434992448745827,25.983418895791317,1
263,-8.666607414112274,21.435113234137628,25.98637087765986,1
264,-8.650902691225246,21.435241958955707,25.989317700430817,1
265,-8.635118941134376,21.435378619237447,25.992259382913126,1
266,-8.61925646433951,21.43552321098653,25.995195943877064,1
267,-8.603315562839347,21.435675730172672,25.998127402054294,1
268,-8.587296540125667,21.43583617273134,26.001053776137873,1
269,-8.571199701177576,21.436004534563487,26.0039750847823,1
270,-8.555025352455683,21.436180811535287,26.006891346603535,1
271,-8.53877380189627,21.436364999477856,26.009802580179024,1
272,-8.522445358905436,21.436557094187002,26.012708804047726,1
273,-8.506040334353202,21.43675709142294,26.015610036710147,1
274,-8.489559040567581,21.43696498691005,26.01850629662836,1
275,-8.473001791328656,21.437180776336593,26.02139760222603,1
276,-8.456368901862582,21.43740445535448,26.02428397188845,1
277,-8.439660688835598,21.437636019578974,26.027165423962547,1
278,-8.422877470347998,21.437875464588476,26.03004197675692,1
279,-8.40601956592807,21.438122785924232,26.032913648541864,1
280,-8.38908729652601,21.438377979090102,26.035780457549397,1
281,-8.372080984507825,21.438641039552298,26.03864242197327,1
282,-8.35500095364918,21.438911962739134,26.041499559969008,1
283,-8.33784752912924,21.439190744040776,26.044351889653914,1
284,-8.320621037524486,21.439477378808995,26.047199429107106,1
285,-8.303321806802481,21.43977186235692,26.050042196369542,1
286,-8.285950166315647,21.440074189958793,26.052880209444027,1
287,-8.268506446794975,21.44038435684972,26.055713486295247,1
288,-8.250990980343742,21.44070235822544,26.058542044849787,1
289,-8.23340410043118,21.441028189242076,26.061365902996148,1
290,-8.215746141886132,21.441361845015894,26.064185078584774,1
291,-8.198017440890673,21.441703320623073,26.066999589428068,1
292,-8.18021833497372,21.442052611099466,26.06980945330042,1
293,-8.162349163004588,21.442409711440362,26.072614687938206,1
294,-8.144410265186556,21.442774616600257,26.075415311039837,1
295,-8.126401983050378,21.443147321492624,26.078211340265756,1
296,-8.10832465944779,21.44352782098968,26.081002793238465,1
297,-8.090178638544973,21.443916109922156,26.08378968754254,1
298,-8.07196426581601,21.444312183079077,26.08657204072466,1
299,-8.053681888036301,21.44471603520753,26.089349870293606,1
300,-8.035331853275967,21.445127661012446,26.092123193720294,1
301,-8.016914510893216,21.445547055156375,26.094892028437783,1
302,-7.998430211527702,21.445974212259266,26.097656391841305,1
303,-7.979879307093839,21.446409126898246,26.10041630128827,1
304,-7.961262150774106,21.44685179360741,26.10317177409828,1
305,-7.942579097012326,21.447302206877602,26.105922827553155,1
306,-7.923830501506908,21.447760361156192,26.108669478896946,1
307,-7.9050167212040865,21.44822625084688,26.111411745335946,1
308,-7.88613811429112,21.448699870309472,26.11414964403871,1
309,-7.867195040189471,21.449181213859674,26.116883192136072,1
310,-7.848187859547964,21.44967027576889,26.11961240672115,1
311,-7.829116934235919,21.450167050264014,26.122337304849367,1
312,-7.809982627336265,21.450671531527213,26.125057903538472,1
313,-7.790785303138624,21.451183713695748,26.12777421976854,1
314,-7.771525327132377,21.451703590861747,26.130486270481992,1
315,-7.752203065999703,21.452231157072028,26.13319407258361,1
316,-7.732818887608602,21.452766406327886,26.135897642940552,1
317,-7.713373161005889,21.453309332584904,26.13859699838236,1
318,-7.6938662564101685,21.453859929752753,26.141292155700977,1
319,-7.674298545204785,21.454418191695005,26.14398313165075,1
320,-7.654670399930753,21.454984112228935,26.146669942948453,1
321,-7.634982194279667,21.45555768512534,26.149352606273297,1
322,-7.615234303086581,21.45613890410834,26.152031138266935,1
323,-7.595427102322876,21.456727762855202,26.154705555533482,1
